,match_id,player,row,crosscourt,down_middle,down_the_line,inside_out,inside_in,tourney_date,sm,tourney_name,sm2
7011,20130315-M-Indian_Wells_Masters-QF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,53,47,18,27,3,20130315,M,Indian_Wells_Masters,QF
7015,20130315-M-Indian_Wells_Masters-QF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,69,44,15,15,0,20130315,M,Indian_Wells_Masters,QF
7019,20111110-M-Paris_Masters-R16-Richard_Gasquet-Roger_Federer,Richard Gasquet,Total,67,39,13,4,0,20111110,M,Paris_Masters,R16
7023,20111110-M-Paris_Masters-R16-Richard_Gasquet-Roger_Federer,Roger Federer,Total,44,27,12,20,5,20111110,M,Paris_Masters,R16
7027,20101107-M-Basel-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,70,55,13,25,2,20101107,M,Basel,F
7031,20101107-M-Basel-F-Novak_Djokovic-Roger_Federer,Roger Federer,Total,46,77,12,26,1,20101107,M,Basel,F
7035,20090515-M-Madrid_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,73,203,9,217,57,20090515,M,Madrid_Masters,SF
7039,20090515-M-Madrid_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,66,186,15,223,88,20090515,M,Madrid_Masters,SF
7043,20150322-M-Indian_Wells_Masters-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,153,73,20,36,6,20150322,M,Indian_Wells_Masters,F
7047,20150322-M-Indian_Wells_Masters-F-Novak_Djokovic-Roger_Federer,Roger Federer,Total,108,78,35,35,7,20150322,M,Indian_Wells_Masters,F
7051,20170224-M-Marseille-QF-Lucas_Pouille-Daniil_Medvedev,Lucas Pouille,Total,61,23,16,17,1,20170224,M,Marseille,QF
7055,20170224-M-Marseille-QF-Lucas_Pouille-Daniil_Medvedev,Daniil Medvedev,Total,52,22,28,21,2,20170224,M,Marseille,QF
7059,20100815-M-Canada_Masters-F-Roger_Federer-Andy_Murray,Roger Federer,Total,68,55,18,28,3,20100815,M,Canada_Masters,F
7063,20100815-M-Canada_Masters-F-Roger_Federer-Andy_Murray,Andy Murray,Total,71,51,7,34,4,20100815,M,Canada_Masters,F
7067,20170225-M-Acapulco-F-Sam_Querrey-Rafael_Nadal,Sam Querrey,Total,57,28,21,23,3,20170225,M,Acapulco,F
7071,20170225-M-Acapulco-F-Sam_Querrey-Rafael_Nadal,Rafael Nadal,Total,54,28,27,19,5,20170225,M,Acapulco,F
7075,20130816-M-Cincinnati_Masters-QF-Rafael_Nadal-Roger_Federer,Rafael Nadal,Total,92,63,27,25,6,20130816,M,Cincinnati_Masters,QF
7079,20130816-M-Cincinnati_Masters-QF-Rafael_Nadal-Roger_Federer,Roger Federer,Total,85,69,17,31,8,20130816,M,Cincinnati_Masters,QF
7083,20131105-M-Tour_Finals-RR-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,158,71,39,43,3,20131105,M,Tour_Finals,RR
7087,20131105-M-Tour_Finals-RR-Novak_Djokovic-Roger_Federer,Roger Federer,Total,157,68,35,39,7,20131105,M,Tour_Finals,RR
7091,20120401-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,110,152,24,61,1,20120401,M,Miami_Masters,F
7095,20120401-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,151,139,15,42,1,20120401,M,Miami_Masters,F
7099,20060816-M-Cincinnati_Masters-R32-Roger_Federer-Andy_Murray,Roger Federer,Total,94,79,20,30,4,20060816,M,Cincinnati_Masters,R32
7103,20060816-M-Cincinnati_Masters-R32-Roger_Federer-Andy_Murray,Andy Murray,Total,106,66,25,35,2,20060816,M,Cincinnati_Masters,R32
7107,20110403-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,132,125,44,58,4,20110403,M,Miami_Masters,F
7111,20110403-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,136,138,39,34,7,20110403,M,Miami_Masters,F
7115,20170108-M-Chennai-F-Roberto_Bautista_Agut-Daniil_Medvedev,Roberto Bautista Agut,Total,52,46,14,18,6,20170108,M,Chennai,F
7119,20170108-M-Chennai-F-Roberto_Bautista_Agut-Daniil_Medvedev,Daniil Medvedev,Total,47,40,32,24,1,20170108,M,Chennai,F
7123,20080803-M-Cincinnati_Masters-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,102,93,32,54,4,20080803,M,Cincinnati_Masters,F
7127,20080803-M-Cincinnati_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,113,117,32,34,0,20080803,M,Cincinnati_Masters,F
7131,20110508-M-Madrid_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,163,93,59,40,1,20110508,M,Madrid_Masters,F
7135,20110508-M-Madrid_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,165,97,38,42,8,20110508,M,Madrid_Masters,F
7139,20170319-M-Indian_Wells_Masters-F-Roger_Federer-Stan_Wawrinka,Roger Federer,Total,46,40,10,18,4,20170319,M,Indian_Wells_Masters,F
7143,20170319-M-Indian_Wells_Masters-F-Roger_Federer-Stan_Wawrinka,Stan Wawrinka,Total,70,39,10,10,2,20170319,M,Indian_Wells_Masters,F
7147,20080304-M-Dubai-R32-Roger_Federer-Andy_Murray,Roger Federer,Total,70,59,19,22,3,20080304,M,Dubai,R32
7151,20080304-M-Dubai-R32-Roger_Federer-Andy_Murray,Andy Murray,Total,75,60,14,25,3,20080304,M,Dubai,R32
7155,20081018-M-Madrid_Masters-SF-Roger_Federer-Andy_Murray,Roger Federer,Total,93,49,19,28,7,20081018,M,Madrid_Masters,SF
7159,20081018-M-Madrid_Masters-SF-Roger_Federer-Andy_Murray,Andy Murray,Total,90,48,17,30,2,20081018,M,Madrid_Masters,SF
7163,19931118-M-Tour_Finals-RR-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,14,7,7,3,0,19931118,M,Tour_Finals,RR
7167,19931118-M-Tour_Finals-RR-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,8,8,8,2,0,19931118,M,Tour_Finals,RR
7171,20111016-M-Shanghai_Masters-F-David_Ferrer-Andy_Murray,David Ferrer,Total,106,101,24,67,10,20111016,M,Shanghai_Masters,F
7175,20111016-M-Shanghai_Masters-F-David_Ferrer-Andy_Murray,Andy Murray,Total,139,91,24,41,1,20111016,M,Shanghai_Masters,F
7179,20100404-M-Miami_Masters-F-Tomas_Berdych-Andy_Roddick,Tomas Berdych,Total,106,60,16,44,4,20100404,M,Miami_Masters,F
7183,20100404-M-Miami_Masters-F-Tomas_Berdych-Andy_Roddick,Andy Roddick,Total,98,71,10,29,2,20100404,M,Miami_Masters,F
7187,20080419-M-Monte_Carlo_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,69,60,23,15,8,20080419,M,Monte_Carlo_Masters,SF
7191,20080419-M-Monte_Carlo_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,78,61,23,23,3,20080419,M,Monte_Carlo_Masters,SF
7195,19941116-M-Tour_Finals-RR-Pete_Sampras-Stefan_Edberg,Pete Sampras,Total,31,12,13,7,2,19941116,M,Tour_Finals,RR
7199,19941116-M-Tour_Finals-RR-Pete_Sampras-Stefan_Edberg,Stefan Edberg,Total,28,13,9,8,0,19941116,M,Tour_Finals,RR
7203,20110319-M-Indian_Wells_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,111,106,23,41,10,20110319,M,Indian_Wells_Masters,SF
7207,20110319-M-Indian_Wells_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,118,89,19,46,7,20110319,M,Indian_Wells_Masters,SF
7211,20090412-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,154,108,87,74,8,20090412,M,Monte_Carlo_Masters,F
7215,20090412-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,195,100,71,60,13,20090412,M,Monte_Carlo_Masters,F
7219,20090913-M-US_Open-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,115,73,20,41,4,20090913,M,US_Open,SF
7223,20090913-M-US_Open-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,100,70,17,40,2,20090913,M,US_Open,SF
7227,19740714-M-Bastad-F-Bjorn_Borg-Adriano_Panatta,Bjorn Borg,Total,111,91,42,35,5,19740714,M,Bastad,F
7231,19740714-M-Bastad-F-Bjorn_Borg-Adriano_Panatta,Adriano Panatta,Total,132,84,26,24,0,19740714,M,Bastad,F
7235,20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian,Carlos Moya,Total,59,30,53,27,22,20040509,M,Rome_Masters,F
7239,20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian,David Nalbandian,Total,117,12,39,26,3,20040509,M,Rome_Masters,F
7243,20110127-M-Australian_Open-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,233,99,56,80,3,20110127,M,Australian_Open,SF
7247,20110127-M-Australian_Open-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,199,127,73,48,9,20110127,M,Australian_Open,SF
7251,20070125-M-Australian_Open-SF-Andy_Roddick-Roger_Federer,Andy Roddick,Total,74,40,7,31,4,20070125,M,Australian_Open,SF
7255,20070125-M-Australian_Open-SF-Andy_Roddick-Roger_Federer,Roger Federer,Total,79,41,26,20,2,20070125,M,Australian_Open,SF
7259,20070301-M-Dubai-QF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,85,81,23,27,0,20070301,M,Dubai,QF
7263,20070301-M-Dubai-QF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,80,72,21,34,1,20070301,M,Dubai,QF
7267,20170418-M-Qingdao_CH-R32-Thomas_Fabbiano-Karim_Mohamed_Maamoun,Thomas Fabbiano,Total,80,40,13,43,4,20170418,M,Qingdao_CH,R32
7271,20170418-M-Qingdao_CH-R32-Thomas_Fabbiano-Karim_Mohamed_Maamoun,Karim Mohamed Maamoun,Total,83,70,10,17,1,20170418,M,Qingdao_CH,R32
7275,20110911-M-US_Open-SF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,201,127,42,47,4,20110911,M,US_Open,SF
7279,20110911-M-US_Open-SF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,115,183,47,64,9,20110911,M,US_Open,SF
7283,20140413-M-Monte_Carlo_Masters-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,64,56,26,25,1,20140413,M,Monte_Carlo_Masters,SF
7287,20140413-M-Monte_Carlo_Masters-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,61,51,14,36,3,20140413,M,Monte_Carlo_Masters,SF
7291,20170423-M-Monte_Carlo_Masters-F-Rafael_Nadal-Albert_Ramos,Rafael Nadal,Total,75,51,26,33,3,20170423,M,Monte_Carlo_Masters,F
7295,20170423-M-Monte_Carlo_Masters-F-Rafael_Nadal-Albert_Ramos,Albert Ramos,Total,98,59,11,26,3,20170423,M,Monte_Carlo_Masters,F
7299,20170401-M-Miami_Masters-SF-Roger_Federer-Nick_Kyrgios,Roger Federer,Total,94,73,25,50,10,20170401,M,Miami_Masters,SF
7303,20170401-M-Miami_Masters-SF-Roger_Federer-Nick_Kyrgios,Nick Kyrgios,Total,107,76,23,33,4,20170401,M,Miami_Masters,SF
7307,19901028-M-Stockholm-F-Stefan_Edberg-Boris_Becker,Stefan Edberg,Total,15,15,7,6,0,19901028,M,Stockholm,F
7311,19901028-M-Stockholm-F-Stefan_Edberg-Boris_Becker,Boris Becker,Total,21,18,11,11,0,19901028,M,Stockholm,F
7315,19890905-M-US_Open-R16-Jimmy_Connors-Stefan_Edberg,Jimmy Connors,Total,74,58,19,27,0,19890905,M,US_Open,R16
7319,19890905-M-US_Open-R16-Jimmy_Connors-Stefan_Edberg,Stefan Edberg,Total,76,64,17,13,0,19890905,M,US_Open,R16
7323,20170227-M-Dubai-F-Andy_Murray-Fernando_Verdasco,Andy Murray,Total,60,35,13,22,0,20170227,M,Dubai,F
7327,20170227-M-Dubai-F-Andy_Murray-Fernando_Verdasco,Fernando Verdasco,Total,61,44,12,19,3,20170227,M,Dubai,F
7331,19870905-M-US_Open-R32-John_Mcenroe-Slobodan_Zivojinovic,John Mcenroe,Total,36,29,14,8,2,19870905,M,US_Open,R32
7335,19870905-M-US_Open-R32-John_Mcenroe-Slobodan_Zivojinovic,Slobodan Zivojinovic,Total,37,20,17,20,0,19870905,M,US_Open,R32
7339,20170510-M-Karshi_CH-R16-Sergiy_Stakhovsky-Karim_Mohamed_Maamoun,Sergiy Stakhovsky,Total,44,40,14,8,0,20170510,M,Karshi_CH,R16
7343,20170510-M-Karshi_CH-R16-Sergiy_Stakhovsky-Karim_Mohamed_Maamoun,Karim Mohamed Maamoun,Total,59,50,7,13,2,20170510,M,Karshi_CH,R16
7347,20170508-M-Karshi_CH-R32-Dzmitry_Zhyrmont-Karim_Mohamed_Maamoun,Dzmitry Zhyrmont,Total,85,104,16,27,3,20170508,M,Karshi_CH,R32
7351,20170508-M-Karshi_CH-R32-Dzmitry_Zhyrmont-Karim_Mohamed_Maamoun,Karim Mohamed Maamoun,Total,92,99,5,27,1,20170508,M,Karshi_CH,R32
7355,20170516-M-Samarkand_CH-R32-Sanjar_Fayziev-Karim_Mohamed_Maamoun,Sanjar Fayziev,Total,36,60,15,27,4,20170516,M,Samarkand_CH,R32
7359,20170516-M-Samarkand_CH-R32-Sanjar_Fayziev-Karim_Mohamed_Maamoun,Karim Mohamed Maamoun,Total,76,44,5,26,3,20170516,M,Samarkand_CH,R32
7363,20170514-M-Madrid_Masters-F-Rafael_Nadal-Dominic_Thiem,Rafael Nadal,Total,142,52,19,17,8,20170514,M,Madrid_Masters,F
7367,20170514-M-Madrid_Masters-F-Rafael_Nadal-Dominic_Thiem,Dominic Thiem,Total,104,77,29,34,10,20170514,M,Madrid_Masters,F
7371,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,Novak Djokovic,Total,54,68,17,29,0,20170521,M,Rome_Masters,F
7375,20170521-M-Rome_Masters-F-Novak_Djokovic-Alexander_Zverev,Alexander Zverev,Total,79,54,3,16,0,20170521,M,Rome_Masters,F
7379,20070330-M-Miami_Masters-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,62,32,28,15,4,20070330,M,Miami_Masters,SF
7383,20070330-M-Miami_Masters-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,95,25,29,18,0,20070330,M,Miami_Masters,SF
7387,19871108-M-Stockholm-F-Jonas_Svensson-Stefan_Edberg,Jonas Svensson,Total,70,63,34,32,3,19871108,M,Stockholm,F
7391,19871108-M-Stockholm-F-Jonas_Svensson-Stefan_Edberg,Stefan Edberg,Total,63,53,23,12,0,19871108,M,Stockholm,F
7395,20140810-M-Cincinnati_Masters-F-Roger_Federer-David_Ferrer,Roger Federer,Total,80,49,23,24,5,20140810,M,Cincinnati_Masters,F
7399,20140810-M-Cincinnati_Masters-F-Roger_Federer-David_Ferrer,David Ferrer,Total,71,39,21,65,5,20140810,M,Cincinnati_Masters,F
7403,19860608-M-Roland_Garros-F-Mikael_Pernfors-Ivan_Lendl,Mikael Pernfors,Total,156,174,37,62,4,19860608,M,Roland_Garros,F
7407,19860608-M-Roland_Garros-F-Mikael_Pernfors-Ivan_Lendl,Ivan Lendl,Total,165,140,34,79,6,19860608,M,Roland_Garros,F
7411,20170611-M-Roland_Garros-F-Rafael_Nadal-Stan_Wawrinka,Rafael Nadal,Total,29,78,3,118,21,20170611,M,Roland_Garros,F
7415,20170611-M-Roland_Garros-F-Rafael_Nadal-Stan_Wawrinka,Stan Wawrinka,Total,36,90,5,107,22,20170611,M,Roland_Garros,F
7419,20170206-M-Montpellier-F-Richard_Gasquet-Alexander_Zverev,Richard Gasquet,Total,72,47,29,27,1,20170206,M,Montpellier,F
7423,20170206-M-Montpellier-F-Richard_Gasquet-Alexander_Zverev,Alexander Zverev,Total,95,49,24,29,1,20170206,M,Montpellier,F
7427,20091115-M-Paris_Masters-F-Novak_Djokovic-Gael_Monfils,Novak Djokovic,Total,130,96,29,56,6,20091115,M,Paris_Masters,F
7431,20091115-M-Paris_Masters-F-Novak_Djokovic-Gael_Monfils,Gael Monfils,Total,110,137,23,29,0,20091115,M,Paris_Masters,F
7435,19930702-M-Wimbledon-SF-Jim_Courier-Stefan_Edberg,Jim Courier,Total,36,28,8,13,2,19930702,M,Wimbledon,SF
7439,19930702-M-Wimbledon-SF-Jim_Courier-Stefan_Edberg,Stefan Edberg,Total,16,15,12,4,0,19930702,M,Wimbledon,SF
7443,20060701-M-Wimbledon-R32-Rafael_Nadal-Andre_Agassi,Rafael Nadal,Total,116,37,52,14,1,20060701,M,Wimbledon,R32
7447,20060701-M-Wimbledon-R32-Rafael_Nadal-Andre_Agassi,Andre Agassi,Total,148,28,36,17,7,20060701,M,Wimbledon,R32
7451,20130331-M-Miami_Masters-F-David_Ferrer-Andy_Murray,David Ferrer,Total,177,155,27,79,12,20130331,M,Miami_Masters,F
7455,20130331-M-Miami_Masters-F-David_Ferrer-Andy_Murray,Andy Murray,Total,170,167,35,74,5,20130331,M,Miami_Masters,F
7459,20060419-M-Monte_Carlo_Masters-R64-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,69,83,17,42,1,20060419,M,Monte_Carlo_Masters,R64
7463,20060419-M-Monte_Carlo_Masters-R64-Novak_Djokovic-Roger_Federer,Roger Federer,Total,77,87,18,22,1,20060419,M,Monte_Carlo_Masters,R64
7467,19960804-M-Olympics-F-Sergi_Bruguera-Andre_Agassi,Sergi Bruguera,Total,75,35,40,14,0,19960804,M,Olympics,F
7471,19960804-M-Olympics-F-Sergi_Bruguera-Andre_Agassi,Andre Agassi,Total,111,14,22,29,2,19960804,M,Olympics,F
7475,19901118-M-Tour_Finals-F-Andre_Agassi-Stefan_Edberg,Andre Agassi,Total,141,76,47,31,4,19901118,M,Tour_Finals,F
7479,19901118-M-Tour_Finals-F-Andre_Agassi-Stefan_Edberg,Stefan Edberg,Total,108,63,37,19,0,19901118,M,Tour_Finals,F
7483,20081116-M-Tour_Finals-F-Novak_Djokovic-Nikolay_Davydenko,Novak Djokovic,Total,75,58,13,34,0,20081116,M,Tour_Finals,F
7487,20081116-M-Tour_Finals-F-Novak_Djokovic-Nikolay_Davydenko,Nikolay Davydenko,Total,78,71,16,17,0,20081116,M,Tour_Finals,F
7491,20121111-M-Tour_Finals-SF-Roger_Federer-Andy_Murray,Roger Federer,Total,64,31,24,28,8,20121111,M,Tour_Finals,SF
7495,20121111-M-Tour_Finals-SF-Roger_Federer-Andy_Murray,Andy Murray,Total,98,14,19,28,2,20121111,M,Tour_Finals,SF
7499,20160629-M-Wimbledon-R64-Roger_Federer-Marcus_Willis,Roger Federer,Total,51,25,34,21,8,20160629,M,Wimbledon,R64
7503,20160629-M-Wimbledon-R64-Roger_Federer-Marcus_Willis,Marcus Willis,Total,43,18,29,27,1,20160629,M,Wimbledon,R64
7507,20080615-M-Queens_Club-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,85,65,42,41,1,20080615,M,Queens_Club,F
7511,20080615-M-Queens_Club-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,96,51,42,41,4,20080615,M,Queens_Club,F
7515,19990425-M-Monte_Carlo_Masters-F-Marcelo_Rios-Gustavo_Kuerten,Marcelo Rios,Total,52,29,13,17,2,19990425,M,Monte_Carlo_Masters,F
7519,19990425-M-Monte_Carlo_Masters-F-Marcelo_Rios-Gustavo_Kuerten,Gustavo Kuerten,Total,45,34,8,11,0,19990425,M,Monte_Carlo_Masters,F
7523,20081019-M-Madrid_Masters-F-Gilles_Simon-Andy_Murray,Gilles Simon,Total,142,90,26,29,7,20081019,M,Madrid_Masters,F
7527,20081019-M-Madrid_Masters-F-Gilles_Simon-Andy_Murray,Andy Murray,Total,121,103,32,31,0,20081019,M,Madrid_Masters,F
7531,20020519-M-Hamburg_Masters-F-Roger_Federer-Marat_Safin,Roger Federer,Total,97,93,45,26,2,20020519,M,Hamburg_Masters,F
7535,20020519-M-Hamburg_Masters-F-Roger_Federer-Marat_Safin,Marat Safin,Total,147,73,27,25,0,20020519,M,Hamburg_Masters,F
7539,20060326-M-Miami_Masters-F-Roger_Federer-Ivan_Ljubicic,Roger Federer,Total,95,93,32,38,8,20060326,M,Miami_Masters,F
7543,20060326-M-Miami_Masters-F-Roger_Federer-Ivan_Ljubicic,Ivan Ljubicic,Total,107,75,23,41,3,20060326,M,Miami_Masters,F
7547,20170716-M-Wimbledon-F-Marin_Cilic-Roger_Federer,Marin Cilic,Total,45,17,5,18,1,20170716,M,Wimbledon,F
7551,20170716-M-Wimbledon-F-Marin_Cilic-Roger_Federer,Roger Federer,Total,25,30,14,5,1,20170716,M,Wimbledon,F
7555,20140611-M-Halle-R16-Pierre_Hugues_Herbert-Philipp_Kohlschreiber,Pierre Hugues Herbert,Total,27,12,10,6,3,20140611,M,Halle,R16
7559,20140611-M-Halle-R16-Pierre_Hugues_Herbert-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,24,9,15,11,1,20140611,M,Halle,R16
7563,20170621-M-Queens_Club-R16-Tomas_Berdych-Denis_Shapovalov,Tomas Berdych,Total,43,28,17,22,3,20170621,M,Queens_Club,R16
7567,20170621-M-Queens_Club-R16-Tomas_Berdych-Denis_Shapovalov,Denis Shapovalov,Total,49,27,19,16,1,20170621,M,Queens_Club,R16
7571,20050515-M-Hamburg_Masters-F-Roger_Federer-Richard_Gasquet,Roger Federer,Total,91,68,20,21,6,20050515,M,Hamburg_Masters,F
7575,20050515-M-Hamburg_Masters-F-Roger_Federer-Richard_Gasquet,Richard Gasquet,Total,105,57,25,22,0,20050515,M,Hamburg_Masters,F
7579,20070325-M-Miami_Masters-F-Novak_Djokovic-Guillermo_Canas,Novak Djokovic,Total,158,101,41,56,3,20070325,M,Miami_Masters,F
7583,20070325-M-Miami_Masters-F-Novak_Djokovic-Guillermo_Canas,Guillermo Canas,Total,125,142,16,54,9,20070325,M,Miami_Masters,F
7587,20101112-M-Paris_Masters-F-Robin_Soderling-Gael_Monfils,Robin Soderling,Total,31,41,11,43,1,20101112,M,Paris_Masters,F
7590,20101112-M-Paris_Masters-F-Robin_Soderling-Gael_Monfils,Gael Monfils,Total,44,54,7,6,0,20101112,M,Paris_Masters,F
7594,20170710-M-Wimbledon-R16-Grigor_Dimitrov-Roger_Federer,Grigor Dimitrov,Total,53,28,12,29,3,20170710,M,Wimbledon,R16
7598,20170710-M-Wimbledon-R16-Grigor_Dimitrov-Roger_Federer,Roger Federer,Total,33,36,21,12,3,20170710,M,Wimbledon,R16
7602,20100502-M-Rome_Masters-F-David_Ferrer-Rafael_Nadal,David Ferrer,Total,119,72,16,36,12,20100502,M,Rome_Masters,F
7606,20100502-M-Rome_Masters-F-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,115,65,42,22,4,20100502,M,Rome_Masters,F
7610,20081102-M-Paris_Masters-F-Jo_Wilfried_Tsonga-David_Nalbandian,Jo Wilfried Tsonga,Total,56,56,23,20,4,20081102,M,Paris_Masters,F
7614,20081102-M-Paris_Masters-F-Jo_Wilfried_Tsonga-David_Nalbandian,David Nalbandian,Total,66,46,18,25,1,20081102,M,Paris_Masters,F
7618,20021117-M-Masters_Cup-F-Lleyton_Hewitt-Juan_Carlos_Ferrero,Lleyton Hewitt,Total,293,128,52,69,6,20021117,M,Masters_Cup,F
7622,20021117-M-Masters_Cup-F-Lleyton_Hewitt-Juan_Carlos_Ferrero,Juan Carlos Ferrero,Total,224,158,65,61,17,20021117,M,Masters_Cup,F
7626,20030817-M-Cincinnati_Masters-F-Andy_Roddick-Mardy_Fish,Andy Roddick,Total,52,58,18,30,3,20030817,M,Cincinnati_Masters,F
7630,20030817-M-Cincinnati_Masters-F-Andy_Roddick-Mardy_Fish,Mardy Fish,Total,55,37,17,29,0,20030817,M,Cincinnati_Masters,F
7634,20160509-M-Rome-R64-Alexander_Zverev-Grigor_Dimitrov,Alexander Zverev,Total,55,29,15,16,0,20160509,M,Rome,R64
7638,20160509-M-Rome-R64-Alexander_Zverev-Grigor_Dimitrov,Grigor Dimitrov,Total,50,35,11,29,2,20160509,M,Rome,R64
7642,20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria,Andy Roddick,Total,159,76,22,30,16,20040328,M,Miami_Masters,F
7646,20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria,Guillermo Coria,Total,123,110,25,33,3,20040328,M,Miami_Masters,F
7650,20070513-M-Rome_Masters-F-Fernando_Gonzalez-Rafael_Nadal,Fernando Gonzalez,Total,44,46,16,22,4,20070513,M,Rome_Masters,F
7654,20070513-M-Rome_Masters-F-Fernando_Gonzalez-Rafael_Nadal,Rafael Nadal,Total,49,32,15,22,3,20070513,M,Rome_Masters,F
7658,19980329-M-Miami_Masters-F-Marcelo_Rios-Andre_Agassi,Marcelo Rios,Total,97,50,29,28,5,19980329,M,Miami_Masters,F
7662,19980329-M-Miami_Masters-F-Marcelo_Rios-Andre_Agassi,Andre Agassi,Total,113,38,38,23,5,19980329,M,Miami_Masters,F
7666,20170124-M-Australian_Open-QF-Roger_Federer-Mischa_Zverev,Roger Federer,Total,54,16,33,28,6,20170124,M,Australian_Open,QF
7670,20170124-M-Australian_Open-QF-Roger_Federer-Mischa_Zverev,Mischa Zverev,Total,19,19,16,3,0,20170124,M,Australian_Open,QF
7674,20110417-M-Monte_Carlo-F-David_Ferrer-Rafael_Nadal,David Ferrer,Total,178,127,31,45,11,20110417,M,Monte_Carlo,F
7678,20110417-M-Monte_Carlo-F-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,172,122,52,42,11,20110417,M,Monte_Carlo,F
7682,20030518-M-Hamburg_Masters-F-Guillermo_Coria-Agustin_Calleri,Guillermo Coria,Total,131,89,18,26,2,20030518,M,Hamburg_Masters,F
7686,20030518-M-Hamburg_Masters-F-Guillermo_Coria-Agustin_Calleri,Agustin Calleri,Total,129,64,33,47,5,20030518,M,Hamburg_Masters,F
7690,20170724-M-Bastad-F-Alexandr_Dolgopolov-David_Ferrer,Alexandr Dolgopolov,Total,81,54,36,33,1,20170724,M,Bastad,F
7694,20170724-M-Bastad-F-Alexandr_Dolgopolov-David_Ferrer,David Ferrer,Total,95,52,6,32,4,20170724,M,Bastad,F
7698,20170804-M-Kitzbuhel-SF-Fabio_Fognini-Philipp_Kohlschreiber,Fabio Fognini,Total,42,29,17,20,3,20170804,M,Kitzbuhel,SF
7702,20170804-M-Kitzbuhel-SF-Fabio_Fognini-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,47,19,12,24,2,20170804,M,Kitzbuhel,SF
7706,20170805-M-Kitzbuhel-F-Philipp_Kohlschreiber-Joao_Sousa,Philipp Kohlschreiber,Total,67,32,15,22,5,20170805,M,Kitzbuhel,F
7710,20170805-M-Kitzbuhel-F-Philipp_Kohlschreiber-Joao_Sousa,Joao Sousa,Total,57,35,13,27,8,20170805,M,Kitzbuhel,F
7714,20170531-M-Roland_Garros-R64-Sergiy_Stakhovsky-David_Goffin,Sergiy Stakhovsky,Total,131,70,61,20,0,20170531,M,Roland_Garros,R64
7718,20170531-M-Roland_Garros-R64-Sergiy_Stakhovsky-David_Goffin,David Goffin,Total,148,50,58,37,14,20170531,M,Roland_Garros,R64
7722,20170530-M-Roland_Garros-R128-Nick_Kyrgios-Philipp_Kohlschreiber,Nick Kyrgios,Total,55,32,7,20,2,20170530,M,Roland_Garros,R128
