,match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots,tourney_date,sm,tourney_name,sm2
10353,20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,Joao Sousa,Total,47,16,35,13,34,13,1,190,20140221,M,Rio_de_Janeiro,QF
10374,20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,Rafael Nadal,Total,93,32,83,32,81,32,1,433,20140222,M,Rio_de_Janeiro,SF
10394,20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,Pablo Andujar,Total,121,47,96,43,94,43,7,462,20140222,M,Rio_de_Janeiro,SF
10415,20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,Rafael Nadal,Total,67,28,49,27,48,27,1,200,20140223,M,Rio_de_Janeiro,F
10436,20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,Alexandr Dolgopolov,Total,68,20,45,20,44,20,4,294,20140223,M,Rio_de_Janeiro,F
10457,20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,Rudy Coco,Total,53,16,46,16,40,16,1,239,20140224,M,Cherbourg_CH,Q3
10478,20140224-M-Cherbourg_CH-Q3-Rudy_Coco-Taro_Daniel,Taro Daniel,Total,49,23,42,22,38,22,1,191,20140224,M,Cherbourg_CH,Q3
10499,20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,77,24,53,24,47,24,1,308,20140228,M,Dubai,SF
10518,20140228-M-Dubai-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,86,31,61,29,53,29,1,354,20140228,M,Dubai,SF
10536,20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,Radek Stepanek,Total,81,26,54,18,53,18,1,317,20140308,M,Indian_Wells_Masters,R64
10557,20140308-M-Indian_Wells_Masters-R64-Radek_Stepanek-Rafael_Nadal,Rafael Nadal,Total,102,40,70,35,67,35,2,403,20140308,M,Indian_Wells_Masters,R64
10578,20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,Alexandr Dolgopolov,Total,87,31,71,30,70,30,0,385,20140310,M,Indian_Wells_Masters,R32
10599,20140310-M-Indian_Wells_Masters-R32-Alexandr_Dolgopolov-Rafael_Nadal,Rafael Nadal,Total,96,39,74,36,73,36,0,454,20140310,M,Indian_Wells_Masters,R32
10620,20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,Izak Van Der Merwe,Total,44,17,36,14,31,14,0,178,20140317,M,Rimouski_CH,R32
10641,20140317-M-Rimouski_CH-R32-Izak_Van_Der_Merwe-Daniel_Cox,Daniel Cox,Total,52,30,40,24,36,24,0,168,20140317,M,Rimouski_CH,R32
10661,20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,Lleyton Hewitt,Total,40,7,36,7,33,7,0,257,20140322,M,Miami_Masters,R64
10682,20140322-M-Miami_Masters-R64-Lleyton_Hewitt-Rafael_Nadal,Rafael Nadal,Total,50,24,42,24,41,24,0,234,20140322,M,Miami_Masters,R64
10703,20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,Denis Istomin,Total,35,9,29,9,29,9,0,156,20140324,M,Miami_Masters,R32
10724,20140324-M-Miami_Masters-R32-Denis_Istomin-Rafael_Nadal,Rafael Nadal,Total,44,28,35,27,35,27,0,237,20140324,M,Miami_Masters,R32
10745,20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,Fabio Fognini,Total,36,4,26,4,24,4,0,154,20140325,M,Miami_Masters,R16
10766,20140325-M-Miami_Masters-R16-Fabio_Fognini-Rafael_Nadal,Rafael Nadal,Total,47,22,34,20,33,20,0,197,20140325,M,Miami_Masters,R16
10787,20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,Milos Raonic,Total,84,25,65,23,64,23,2,373,20140327,M,Miami_Masters,QF
10808,20140327-M-Miami_Masters-QF-Milos_Raonic-Rafael_Nadal,Rafael Nadal,Total,103,42,66,37,65,37,1,360,20140327,M,Miami_Masters,QF
10829,20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,52,23,40,22,40,22,0,314,20140330,M,Miami_Masters,F
10850,20140330-M-Miami_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,49,11,35,11,33,11,0,210,20140330,M,Miami_Masters,F
10871,20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,Mohamed Safwat,Total,36,20,30,17,23,17,4,81,20140409,M,Itajai,R32
10892,20140409-M-Itajai-R32-Mohamed_Safwat-Eduardo_Russi,Eduardo Russi,Total,45,12,32,11,29,11,0,138,20140409,M,Itajai,R32
10913,20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,Horacio Zeballos,Total,37,14,31,12,25,12,1,143,20140414,M,Sao_Paulo_CH,R32
10934,20140414-M-Sao_Paulo_CH-R32-Horacio_Zeballos-Ricardo_Hocevar,Ricardo Hocevar,Total,68,22,56,19,48,19,0,217,20140414,M,Sao_Paulo_CH,R32
10955,20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,Paolo Lorenzi,Total,59,33,52,26,45,26,0,251,20140415,M,San_Luis_Potosi_CH,R32
10976,20140415-M-San_Luis_Potosi_CH-R32-Paolo_Lorenzi-Mauricio_Echazu,Mauricio Echazu,Total,56,19,38,13,32,13,1,201,20140415,M,San_Luis_Potosi_CH,R32
10997,20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,Rafael Nadal,Total,42,26,36,24,36,24,0,220,20140416,M,Monte_Carlo_Masters,R32
11017,20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,Teymuraz Gabashvili,Total,52,18,43,18,43,18,0,265,20140416,M,Monte_Carlo_Masters,R32
11038,20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,Andreas Seppi,Total,45,14,36,12,36,12,0,239,20140417,M,Monte_Carlo_Masters,R16
11059,20140417-M-Monte_Carlo_Masters-R16-Andreas_Seppi-Rafael_Nadal,Rafael Nadal,Total,49,27,44,27,42,27,0,252,20140417,M,Monte_Carlo_Masters,R16
11079,20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,David Ferrer,Total,80,37,66,35,66,35,1,411,20140418,M,Monte_Carlo_Masters,QF
11100,20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,90,37,79,36,77,36,0,582,20140418,M,Monte_Carlo_Masters,QF
11120,20140423-M-Barcelona-R32-Albert_Ramos-Rafael_Nadal,Albert Ramos,Total,70,23,61,23,60,23,2,437,20140423,M,Barcelona,R32
11141,20140423-M-Barcelona-R32-Albert_Ramos-Rafael_Nadal,Rafael Nadal,Total,67,30,57,27,57,27,0,362,20140423,M,Barcelona,R32
11162,20140424-M-Barcelona-R16-Ivan_Dodig-Rafael_Nadal,Ivan Dodig,Total,48,14,42,14,42,14,0,246,20140424,M,Barcelona,R16
11183,20140424-M-Barcelona-R16-Ivan_Dodig-Rafael_Nadal,Rafael Nadal,Total,57,27,43,24,43,24,0,317,20140424,M,Barcelona,R16
11204,20140425-M-Barcelona-QF-Nicolas_Almagro-Rafael_Nadal,Nicolas Almagro,Total,91,34,63,30,61,30,0,427,20140425,M,Barcelona,QF
11224,20140425-M-Barcelona-QF-Nicolas_Almagro-Rafael_Nadal,Rafael Nadal,Total,121,53,100,51,97,51,2,602,20140425,M,Barcelona,QF
11245,20140429-M-Cali_CH-R32-Mathias_Bourgue-Gonzalo_Lama,Mathias Bourgue,Total,57,15,49,13,38,13,1,194,20140429,M,Cali_CH,R32
11266,20140429-M-Cali_CH-R32-Mathias_Bourgue-Gonzalo_Lama,Gonzalo Lama,Total,60,24,49,19,40,19,0,231,20140429,M,Cali_CH,R32
11287,20140507-M-Madrid_Masters-R32-Rafael_Nadal-Juan_Monaco,Rafael Nadal,Total,38,27,35,26,35,26,0,290,20140507,M,Madrid_Masters,R32
11306,20140507-M-Madrid_Masters-R32-Rafael_Nadal-Juan_Monaco,Juan Monaco,Total,44,15,32,15,31,15,1,179,20140507,M,Madrid_Masters,R32
11326,20140508-M-Madrid_Masters-R16-Jarkko_Nieminen-Rafael_Nadal,Jarkko Nieminen,Total,51,18,40,18,39,18,1,253,20140508,M,Madrid_Masters,R16
11347,20140508-M-Madrid_Masters-R16-Jarkko_Nieminen-Rafael_Nadal,Rafael Nadal,Total,52,27,44,27,44,27,1,239,20140508,M,Madrid_Masters,R16
11368,20140509-M-Madrid_Masters-QF-Tomas_Berdych-Rafael_Nadal,Tomas Berdych,Total,54,15,40,15,40,15,1,237,20140509,M,Madrid_Masters,QF
11389,20140509-M-Madrid_Masters-QF-Tomas_Berdych-Rafael_Nadal,Rafael Nadal,Total,55,23,39,22,39,22,2,255,20140509,M,Madrid_Masters,QF
11410,20140509-M-Rome_CH-QF-Mate_Delic-Julian_Reister,Mate Delic,Total,37,8,32,6,25,6,1,167,20140509,M,Rome_CH,QF
11430,20140509-M-Rome_CH-QF-Mate_Delic-Julian_Reister,Julian Reister,Total,56,31,50,29,45,29,0,253,20140509,M,Rome_CH,QF
11450,20140510-M-Madrid_Masters-SF-Roberto_Bautista_Agut-Rafael_Nadal,Roberto Bautista Agut,Total,51,17,38,14,37,14,0,283,20140510,M,Madrid_Masters,SF
11471,20140510-M-Madrid_Masters-SF-Roberto_Bautista_Agut-Rafael_Nadal,Rafael Nadal,Total,77,38,70,37,69,37,1,344,20140510,M,Madrid_Masters,SF
11491,20140511-M-Madrid_Masters-F-Rafael_Nadal-Kei_Nishikori,Rafael Nadal,Total,64,26,52,23,47,23,0,285,20140511,M,Madrid_Masters,F
11512,20140511-M-Madrid_Masters-F-Rafael_Nadal-Kei_Nishikori,Kei Nishikori,Total,55,17,34,15,33,15,1,218,20140511,M,Madrid_Masters,F
11533,20140514-M-Rome_Masters-R32-Gilles_Simon-Rafael_Nadal,Gilles Simon,Total,109,43,94,41,93,41,1,684,20140514,M,Rome_Masters,R32
11554,20140514-M-Rome_Masters-R32-Gilles_Simon-Rafael_Nadal,Rafael Nadal,Total,132,59,115,58,113,58,0,908,20140514,M,Rome_Masters,R32
11575,20140514-M-Rome_Masters-R32-Roger_Federer-Jeremy_Chardy,Roger Federer,Total,92,32,64,27,62,27,0,374,20140514,M,Rome_Masters,R32
11593,20140514-M-Rome_Masters-R32-Roger_Federer-Jeremy_Chardy,Jeremy Chardy,Total,101,38,67,36,64,36,0,391,20140514,M,Rome_Masters,R32
11611,20140515-M-Busan_CH-R16-Amir_Weintraub-Daniel_Smethurst,Amir Weintraub,Total,62,27,51,21,42,21,3,217,20140515,M,Busan_CH,R16
11632,20140515-M-Busan_CH-R16-Amir_Weintraub-Daniel_Smethurst,Daniel Smethurst,Total,84,32,67,27,56,27,0,341,20140515,M,Busan_CH,R16
11653,20140515-M-Rome_Masters-R16-Mikhail_Youzhny-Rafael_Nadal,Mikhail Youzhny,Total,99,37,75,33,75,33,1,488,20140515,M,Rome_Masters,R16
11674,20140515-M-Rome_Masters-R16-Mikhail_Youzhny-Rafael_Nadal,Rafael Nadal,Total,102,49,90,47,89,47,0,547,20140515,M,Rome_Masters,R16
11695,20140516-M-Rome_Masters-QF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,86,32,72,31,69,31,1,597,20140516,M,Rome_Masters,QF
11716,20140516-M-Rome_Masters-QF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,98,43,82,39,80,39,0,555,20140516,M,Rome_Masters,QF
11737,20140517-M-Rome_Masters-SF-Grigor_Dimitrov-Rafael_Nadal,Grigor Dimitrov,Total,55,18,48,18,46,18,0,355,20140517,M,Rome_Masters,SF
11757,20140517-M-Rome_Masters-SF-Grigor_Dimitrov-Rafael_Nadal,Rafael Nadal,Total,46,25,39,22,39,22,0,208,20140517,M,Rome_Masters,SF
11778,20140518-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,93,45,77,43,75,43,5,560,20140518,M,Rome_Masters,F
11799,20140518-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,72,25,56,25,56,25,1,341,20140518,M,Rome_Masters,F
11820,20140524-M-Nice-F-Ernests_Gulbis-Federico_Delbonis,Ernests Gulbis,Total,68,27,60,24,54,24,0,418,20140524,M,Nice,F
11841,20140524-M-Nice-F-Ernests_Gulbis-Federico_Delbonis,Federico Delbonis,Total,63,17,36,11,34,11,1,218,20140524,M,Nice,F
11862,20140526-M-Roland_Garros-R128-Robby_Ginepri-Rafael_Nadal,Robby Ginepri,Total,52,11,41,11,41,11,2,243,20140526,M,Roland_Garros,R128
11883,20140526-M-Roland_Garros-R128-Robby_Ginepri-Rafael_Nadal,Rafael Nadal,Total,86,50,76,46,75,46,1,482,20140526,M,Roland_Garros,R128
11904,20140531-M-Roland_Garros-R32-Leonardo_Mayer-Rafael_Nadal,Leonardo Mayer,Total,82,25,66,24,64,24,1,362,20140531,M,Roland_Garros,R32
11925,20140531-M-Roland_Garros-R32-Leonardo_Mayer-Rafael_Nadal,Rafael Nadal,Total,92,47,71,42,68,42,0,374,20140531,M,Roland_Garros,R32
11946,20140601-M-Roland_Garros-R16-Rafael_Nadal-Dusan_Lajovic,Rafael Nadal,Total,57,39,47,36,47,36,2,319,20140601,M,Roland_Garros,R16
11967,20140601-M-Roland_Garros-R16-Rafael_Nadal-Dusan_Lajovic,Dusan Lajovic,Total,59,15,47,14,44,14,0,297,20140601,M,Roland_Garros,R16
11988,20140604-M-Roland_Garros-QF-David_Ferrer-Rafael_Nadal,David Ferrer,Total,102,37,79,36,77,36,3,500,20140604,M,Roland_Garros,QF
12009,20140604-M-Roland_Garros-QF-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,95,48,84,47,82,47,0,512,20140604,M,Roland_Garros,QF
12030,20140606-M-Roland_Garros-SF-Rafael_Nadal-Andy_Murray,Rafael Nadal,Total,67,34,54,31,54,31,1,332,20140606,M,Roland_Garros,SF
12050,20140606-M-Roland_Garros-SF-Rafael_Nadal-Andy_Murray,Andy Murray,Total,59,10,40,8,40,8,0,239,20140606,M,Roland_Garros,SF
12071,20140608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,120,41,93,37,89,37,1,505,20140608,M,Roland_Garros,F
12092,20140608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,126,51,102,48,102,48,1,636,20140608,M,Roland_Garros,F
12113,20140609-M-Prague_CH-R32-Steven_Diez-Renzo_Olivo,Steven Diez,Total,64,35,57,31,50,31,0,321,20140609,M,Prague_CH,R32
12133,20140609-M-Prague_CH-R32-Steven_Diez-Renzo_Olivo,Renzo Olivo,Total,65,27,61,24,52,24,1,329,20140609,M,Prague_CH,R32
12153,20140609-M-Queens_Club-R32-Grigor_Dimitrov-James_Ward,Grigor Dimitrov,Total,52,19,39,17,37,17,1,199,20140609,M,Queens_Club,R32
12174,20140609-M-Queens_Club-R32-Grigor_Dimitrov-James_Ward,James Ward,Total,52,11,30,8,28,8,1,156,20140609,M,Queens_Club,R32
12195,20140612-M-Halle-R16-Dustin_Brown-Rafael_Nadal,Dustin Brown,Total,47,19,28,19,27,19,6,108,20140612,M,Halle,R16
12216,20140612-M-Halle-R16-Dustin_Brown-Rafael_Nadal,Rafael Nadal,Total,51,13,25,8,25,8,0,111,20140612,M,Halle,R16
12237,20140614-M-Queens_Club-SF-Stan_Wawrinka-Grigor_Dimitrov,Stan Wawrinka,Total,52,14,32,12,30,12,0,164,20140614,M,Queens_Club,SF
12258,20140614-M-Queens_Club-SF-Stan_Wawrinka-Grigor_Dimitrov,Grigor Dimitrov,Total,48,19,32,17,32,17,0,179,20140614,M,Queens_Club,SF
12279,20140616-M-Eastbourne-R32-Ivo_Karlovic-Jeremy_Chardy,Ivo Karlovic,Total,49,9,21,8,21,8,0,139,20140616,M,Eastbourne,R32
12297,20140616-M-Eastbourne-R32-Ivo_Karlovic-Jeremy_Chardy,Jeremy Chardy,Total,59,21,32,13,32,13,2,120,20140616,M,Eastbourne,R32
12315,20140625-M-Wimbledon-R64-Tomas_Berdych-Bernard_Tomic,Tomas Berdych,Total,124,37,81,37,79,37,1,463,20140625,M,Wimbledon,R64
12336,20140625-M-Wimbledon-R64-Tomas_Berdych-Bernard_Tomic,Bernard Tomic,Total,119,27,71,26,70,26,3,369,20140625,M,Wimbledon,R64
12357,20140626-M-Wimbledon-R64-Rafael_Nadal-Lukas_Rosol,Rafael Nadal,Total,123,40,79,38,78,38,2,391,20140626,M,Wimbledon,R64
12378,20140626-M-Wimbledon-R64-Rafael_Nadal-Lukas_Rosol,Lukas Rosol,Total,122,33,81,30,78,30,5,374,20140626,M,Wimbledon,R64
12399,20140627-M-Wimbledon-R32-Grigor_Dimitrov-Alexandr_Dolgopolov,Grigor Dimitrov,Total,150,54,98,47,91,47,1,641,20140627,M,Wimbledon,R32
12420,20140627-M-Wimbledon-R32-Grigor_Dimitrov-Alexandr_Dolgopolov,Alexandr Dolgopolov,Total,136,43,78,37,76,37,0,429,20140627,M,Wimbledon,R32
12441,20140628-M-Padova_CH-SF-Nikola_Cacic-Maximo_Gonzalez,Nikola Cacic,Total,60,22,56,20,51,20,0,276,20140628,M,Padova_CH,SF
12462,20140628-M-Padova_CH-SF-Nikola_Cacic-Maximo_Gonzalez,Maximo Gonzalez,Total,47,26,41,26,36,26,0,185,20140628,M,Padova_CH,SF
12482,20140628-M-Wimbledon-R32-Mikhail_Kukushkin-Rafael_Nadal,Mikhail Kukushkin,Total,93,21,60,21,57,21,2,316,20140628,M,Wimbledon,R32
12503,20140628-M-Wimbledon-R32-Mikhail_Kukushkin-Rafael_Nadal,Rafael Nadal,Total,135,64,103,63,100,63,7,552,20140628,M,Wimbledon,R32
12524,20140630-M-Winnetka_CH-F-Farrukh_Dustov-Denis_Kudla,Farrukh Dustov,Total,52,16,38,15,37,15,0,211,20140630,M,Winnetka_CH,F
12545,20140630-M-Winnetka_CH-F-Farrukh_Dustov-Denis_Kudla,Denis Kudla,Total,58,32,48,32,48,32,0,256,20140630,M,Winnetka_CH,F
12566,20140701-M-Wimbledon-R16-Nick_Kyrgios-Rafael_Nadal,Nick Kyrgios,Total,137,38,90,35,87,35,5,448,20140701,M,Wimbledon,R16
12587,20140701-M-Wimbledon-R16-Nick_Kyrgios-Rafael_Nadal,Rafael Nadal,Total,144,38,73,34,72,34,0,446,20140701,M,Wimbledon,R16
12608,20140704-M-Wimbledon-SF-Milos_Raonic-Roger_Federer,Milos Raonic,Total,80,19,52,18,48,18,2,214,20140704,M,Wimbledon,SF
12629,20140704-M-Wimbledon-SF-Milos_Raonic-Roger_Federer,Roger Federer,Total,84,28,45,24,44,24,0,212,20140704,M,Wimbledon,SF
12650,20140706-M-Wimbledon-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,192,64,121,59,120,59,5,759,20140706,M,Wimbledon,F
12671,20140706-M-Wimbledon-F-Novak_Djokovic-Roger_Federer,Roger Federer,Total,174,52,117,49,115,49,1,723,20140706,M,Wimbledon,F
12692,20140710-M-Stuttgart-R32-Jan_Lennard_Struff-Philipp_Kohlschreiber,Jan Lennard Struff,Total,64,24,56,23,49,23,0,234,20140710,M,Stuttgart,R32
12709,20140710-M-Stuttgart-R32-Jan_Lennard_Struff-Philipp_Kohlschreiber,Philipp Kohlschreiber,Total,65,29,54,25,51,25,0,244,20140710,M,Stuttgart,R32
12727,20140714-M-Bogota-QF-Jimmy_Wang-Ivo_Karlovic,Jimmy Wang,Total,54,9,17,9,17,9,1,87,20140714,M,Bogota,QF
12747,20140714-M-Bogota-QF-Jimmy_Wang-Ivo_Karlovic,Ivo Karlovic,Total,79,29,54,24,53,24,1,251,20140714,M,Bogota,QF
12768,20140719-M-Bogota-SF-Bernard_Tomic-Victor_Estrella,Bernard Tomic,Total,117,38,83,34,79,34,0,443,20140719,M,Bogota,SF
12789,20140719-M-Bogota-SF-Bernard_Tomic-Victor_Estrella,Victor Estrella,Total,123,40,73,37,73,37,0,490,20140719,M,Bogota,SF
12810,20140720-M-Bogota-F-Bernard_Tomic-Ivo_Karlovic,Bernard Tomic,Total,114,30,52,23,51,23,1,241,20140720,M,Bogota,F
12831,20140720-M-Bogota-F-Bernard_Tomic-Ivo_Karlovic,Ivo Karlovic,Total,101,26,60,24,54,24,2,275,20140720,M,Bogota,F
12852,20140721-M-Umag-R32-Ante_Pavic-Horacio_Zeballos,Ante Pavic,Total,80,18,53,18,53,18,1,274,20140721,M,Umag,R32
12873,20140721-M-Umag-R32-Ante_Pavic-Horacio_Zeballos,Horacio Zeballos,Total,83,29,46,24,46,24,1,223,20140721,M,Umag,R32
12894,20140725-M-Atlanta-QF-John_Isner-Marinko_Matosevic,John Isner,Total,73,25,40,19,38,19,4,210,20140725,M,Atlanta,QF
12915,20140725-M-Atlanta-QF-John_Isner-Marinko_Matosevic,Marinko Matosevic,Total,80,24,42,22,42,22,3,182,20140725,M,Atlanta,QF
12935,20140727-M-Atlanta-F-John_Isner-Dudi_Sela,John Isner,Total,51,18,37,14,34,14,4,169,20140727,M,Atlanta,F
12956,20140727-M-Atlanta-F-John_Isner-Dudi_Sela,Dudi Sela,Total,58,16,28,14,28,14,0,122,20140727,M,Atlanta,F
12977,20140805-M-Canada_Masters-R32-Peter_Polansky-Roger_Federer,Peter Polansky,Total,43,14,25,12,25,12,1,141,20140805,M,Canada_Masters,R32
12998,20140805-M-Canada_Masters-R32-Peter_Polansky-Roger_Federer,Roger Federer,Total,49,30,43,28,40,28,2,185,20140805,M,Canada_Masters,R32
13019,20140807-M-Canada_Masters-R16-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Total,49,15,27,13,25,13,0,166,20140807,M,Canada_Masters,R16
13039,20140807-M-Canada_Masters-R16-Novak_Djokovic-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,49,23,36,22,36,22,4,193,20140807,M,Canada_Masters,R16
13060,20140810-M-Canada_Masters-F-Jo_Wilfried_Tsonga-Roger_Federer,Jo Wilfried Tsonga,Total,100,37,67,33,67,33,2,331,20140810,M,Canada_Masters,F
13081,20140810-M-Canada_Masters-F-Jo_Wilfried_Tsonga-Roger_Federer,Roger Federer,Total,70,15,37,13,36,13,0,175,20140810,M,Canada_Masters,F
13102,20140902-M-Shanghai_CH-R32-John_Millman-Ze_Zhang,John Millman,Total,51,24,43,22,40,22,0,223,20140902,M,Shanghai_CH,R32
13123,20140902-M-Shanghai_CH-R32-John_Millman-Ze_Zhang,Ze Zhang,Total,52,16,43,16,36,16,1,214,20140902,M,Shanghai_CH,R32
13144,20140908-M-USA_F24-QF-Jean_Yves_Aubone-Ty_Trombetta,Jean Yves Aubone,Total,57,21,42,18,38,18,2,249,20140908,M,USA_F24,QF
13165,20140908-M-USA_F24-QF-Jean_Yves_Aubone-Ty_Trombetta,Ty Trombetta,Total,61,18,47,18,40,18,1,253,20140908,M,USA_F24,QF
13186,20140914-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Fabio_Fognini,Roger Federer,Total,93,34,75,31,68,31,3,418,20140914,M,Davis_Cup_World_Group_SF,RR
13206,20140914-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Fabio_Fognini,Fabio Fognini,Total,96,25,67,23,58,23,2,321,20140914,M,Davis_Cup_World_Group_SF,RR
13227,20140915-M-USA_F25-SF-Tennys_Sandgren-Jarmere_Jenkins,Tennys Sandgren,Total,130,54,104,51,102,51,2,645,20140915,M,USA_F25,SF
13248,20140915-M-USA_F25-SF-Tennys_Sandgren-Jarmere_Jenkins,Jarmere Jenkins,Total,126,51,97,49,95,49,2,569,20140915,M,USA_F25,SF
13269,20140922-M-Shenzhen-R16-Somdev_Devvarman-Andy_Murray,Somdev Devvarman,Total,52,16,35,14,35,14,0,238,20140922,M,Shenzhen,R16
13290,20140922-M-Shenzhen-R16-Somdev_Devvarman-Andy_Murray,Andy Murray,Total,60,29,47,26,47,26,1,332,20140922,M,Shenzhen,R16
13311,20140928-M-Shenzhen-F-Andy_Murray-Tommy_Robredo,Andy Murray,Total,105,45,79,38,78,38,2,513,20140928,M,Shenzhen,F
13332,20140928-M-Shenzhen-F-Andy_Murray-Tommy_Robredo,Tommy Robredo,Total,93,33,63,28,54,28,3,299,20140928,M,Shenzhen,F
13353,20140929-M-Sacramento_CH-R16-Jared_Donaldson-Luca_Vanni,Jared Donaldson,Total,88,33,47,24,47,24,1,306,20140929,M,Sacramento_CH,R16
13374,20140929-M-Sacramento_CH-R16-Jared_Donaldson-Luca_Vanni,Luca Vanni,Total,91,32,57,28,57,28,0,411,20140929,M,Sacramento_CH,R16
13395,20141104-M-Knoxville_CH-R32-Jared_Donaldson-Daniel_Nguyen,Jared Donaldson,Total,77,35,57,28,57,28,0,325,20141104,M,Knoxville_CH,R32
13416,20141104-M-Knoxville_CH-R32-Jared_Donaldson-Daniel_Nguyen,Daniel Nguyen,Total,83,28,58,23,58,23,2,346,20141104,M,Knoxville_CH,R32
13437,20141111-M-Champaign_CH-R32-Jared_Donaldson-Alex_Kuznetsov,Jared Donaldson,Total,53,22,34,20,34,20,0,177,20141111,M,Champaign_CH,R32
13458,20141111-M-Champaign_CH-R32-Jared_Donaldson-Alex_Kuznetsov,Alex Kuznetsov,Total,56,16,39,14,37,14,1,196,20141111,M,Champaign_CH,R32
13479,20141114-M-Tour_Finals-RR-Tomas_Berdych-Novak_Djokovic,Tomas Berdych,Total,41,9,27,8,27,8,0,173,20141114,M,Tour_Finals,RR
13500,20141114-M-Tour_Finals-RR-Tomas_Berdych-Novak_Djokovic,Novak Djokovic,Total,51,27,40,25,40,25,0,212,20141114,M,Tour_Finals,RR
13521,20141117-M-Lima_CH-F-Jason_Kubler-Guido_Pella,Jason Kubler,Total,64,24,46,21,46,21,0,315,20141117,M,Lima_CH,F
13542,20141117-M-Lima_CH-F-Jason_Kubler-Guido_Pella,Guido Pella,Total,62,32,45,25,45,25,1,244,20141117,M,Lima_CH,F
13563,20141123-M-Davis_Cup_World_Group_F-RR-Richard_Gasquet-Roger_Federer,Richard Gasquet,Total,69,14,49,14,47,14,0,233,20141123,M,Davis_Cup_World_Group_F,RR
13584,20141123-M-Davis_Cup_World_Group_F-RR-Richard_Gasquet-Roger_Federer,Roger Federer,Total,97,43,78,41,74,41,4,472,20141123,M,Davis_Cup_World_Group_F,RR
13605,20150105-M-Doha-R32-Rafael_Nadal-Michael_Berrer,Rafael Nadal,Total,89,31,67,29,64,29,1,382,20150105,M,Doha,R32
13625,20150105-M-Doha-R32-Rafael_Nadal-Michael_Berrer,Michael Berrer,Total,72,23,62,22,61,22,3,324,20150105,M,Doha,R32
13646,20150106-M-Doha-R16-Tomas_Berdych-Blaz_Kavcic,Tomas Berdych,Total,46,24,36,21,36,21,4,233,20150106,M,Doha,R16
13667,20150106-M-Doha-R16-Tomas_Berdych-Blaz_Kavcic,Blaz Kavcic,Total,45,11,32,11,29,11,1,182,20150106,M,Doha,R16
13687,20150106-M-Doha-R32-Novak_Djokovic-Dusan_Lajovic,Novak Djokovic,Total,43,25,35,23,33,23,3,224,20150106,M,Doha,R32
13708,20150106-M-Doha-R32-Novak_Djokovic-Dusan_Lajovic,Dusan Lajovic,Total,50,18,40,16,38,16,0,206,20150106,M,Doha,R32
