,match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep,tourney_date,sm,tourney_name,sm2
2984,20080608-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,56,11,43,4,2,0,1,1,0,20080608,M,Roland_Garros,F
3001,20080608-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,69,24,45,5,0,0,0,0,0,20080608,M,Roland_Garros,F
3018,20080614-M-Queens_Club-SF-Andy_Roddick-Rafael_Nadal,Andy Roddick,Total,46,11,34,15,1,0,1,0,0,20080614,M,Queens_Club,SF
3036,20080614-M-Queens_Club-SF-Andy_Roddick-Rafael_Nadal,Rafael Nadal,Total,39,11,28,16,0,0,0,0,0,20080614,M,Queens_Club,SF
3054,20080727-M-Canada_Masters-F-Nicolas_Kiefer-Rafael_Nadal,Nicolas Kiefer,Total,40,5,35,10,0,0,0,0,0,20080727,M,Canada_Masters,F
3072,20080727-M-Canada_Masters-F-Nicolas_Kiefer-Rafael_Nadal,Rafael Nadal,Total,30,7,22,10,1,0,0,1,0,20080727,M,Canada_Masters,F
3090,20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,36,7,27,15,2,1,0,0,1,20080802,M,Cincinnati_Masters,SF
3108,20080802-M-Cincinnati_Masters-SF-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,41,10,31,14,0,0,0,0,0,20080802,M,Cincinnati_Masters,SF
3126,20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez,Rafael Nadal,Total,80,20,56,20,4,1,3,0,0,20080817,M,Olympics,F
3144,20080817-M-Olympics-F-Rafael_Nadal-Fernando_Gonzalez,Fernando Gonzalez,Total,65,15,46,20,3,3,0,0,0,20080817,M,Olympics,F
3162,20080908-M-US_Open-F-Roger_Federer-Andy_Murray,Roger Federer,Total,67,12,51,7,3,1,1,1,0,20080908,M,US_Open,F
3179,20080908-M-US_Open-F-Roger_Federer-Andy_Murray,Andy Murray,Total,61,11,47,8,3,1,2,0,0,20080908,M,US_Open,F
3196,20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal,Fernando Verdasco,Total,117,39,78,28,0,0,0,0,0,20090130,M,Australian_Open,SF
3214,20090130-M-Australian_Open-SF-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Total,141,54,87,33,0,0,0,0,0,20090130,M,Australian_Open,SF
3232,20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,141,30,108,18,3,2,0,1,0,20090201,M,Australian_Open,F
3250,20090201-M-Australian_Open-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,135,32,93,14,10,0,7,3,0,20090201,M,Australian_Open,F
3265,20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,48,6,40,16,2,1,0,1,0,20090405,M,Miami_Masters,F
3283,20090405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,54,18,36,15,0,0,0,0,0,20090405,M,Miami_Masters,F
3301,20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,59,6,48,13,5,1,4,0,0,20090503,M,Rome_Masters,SF
3319,20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,84,27,55,16,2,0,2,0,0,20090503,M,Rome_Masters,SF
3337,20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,Robin Soderling,Total,49,12,33,4,4,2,2,0,0,20090607,M,Roland_Garros,F
3355,20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,Roger Federer,Total,73,16,51,15,6,1,4,1,0,20090607,M,Roland_Garros,F
3373,20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer,Andy Roddick,Total,109,0,0,0,5,2,3,0,0,20090705,M,Wimbledon,F
3391,20090705-M-Wimbledon-F-Andy_Roddick-Roger_Federer,Roger Federer,Total,137,0,0,0,0,0,0,0,0,20090705,M,Wimbledon,F
3409,20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,Marat Safin,Total,46,14,31,20,1,0,0,1,0,20091110,M,Paris_Masters,R32
3427,20091110-M-Paris_Masters-R32-Marat_Safin-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,63,13,46,27,1,1,0,0,0,20091110,M,Paris_Masters,R32
3445,20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,Robin Soderling,Total,47,10,35,16,2,2,0,0,0,20091123,M,Tour_Finals,RR
3463,20091123-M-Tour_Finals-RR-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Total,48,16,32,16,0,0,0,0,0,20091123,M,Tour_Finals,RR
3481,20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro,Robin Soderling,Total,59,13,45,28,1,0,0,1,0,20091127,M,Tour_Finals,SF
3499,20091127-M-Tour_Finals-SF-Robin_Soderling-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,61,22,37,23,0,0,0,0,0,20091127,M,Tour_Finals,SF
3517,20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal,Andy Murray,Total,57,15,42,14,0,0,0,0,0,20100126,M,Australian_Open,QF
3535,20100126-M-Australian_Open-QF-Andy_Murray-Rafael_Nadal,Rafael Nadal,Total,65,28,36,9,1,1,0,0,0,20100126,M,Australian_Open,QF
3553,20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,Roger Federer,Total,79,0,0,0,4,2,1,0,0,20100131,M,Australian_Open,F
3571,20100131-M-Australian_Open-F-Roger_Federer-Andy_Murray,Andy Murray,Total,88,0,0,0,2,0,2,0,0,20100131,M,Australian_Open,F
3589,20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer,Rafael Nadal,Total,29,9,19,6,1,1,0,0,0,20100415,M,Monte_Carlo_Masters,R16
3606,20100415-M-Monte_Carlo_Masters-R16-Rafael_Nadal-Michael_Berrer,Michael Berrer,Total,31,5,25,6,1,0,0,1,0,20100415,M,Monte_Carlo_Masters,R16
3624,20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal,Fernando Verdasco,Total,42,4,34,20,4,0,2,2,0,20100418,M,Monte_Carlo_Masters,F
3641,20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal,Rafael Nadal,Total,46,15,30,16,1,1,0,0,0,20100418,M,Monte_Carlo_Masters,F
3658,20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal,John Isner,Total,41,12,24,10,5,3,2,0,0,20100512,M,Madrid_Masters,R16
3676,20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal,Rafael Nadal,Total,41,18,23,4,0,0,0,0,0,20100512,M,Madrid_Masters,R16
3694,20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal,Robin Soderling,Total,66,14,52,31,0,0,0,0,0,20100606,M,Roland_Garros,F
3712,20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal,Rafael Nadal,Total,68,21,46,22,1,0,0,0,0,20100606,M,Roland_Garros,F
3729,20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal,Tomas Berdych,Total,57,17,39,7,1,0,1,0,0,20100704,M,Wimbledon,F
3746,20100704-M-Wimbledon-F-Tomas_Berdych-Rafael_Nadal,Rafael Nadal,Total,60,16,39,8,5,1,2,2,0,20100704,M,Wimbledon,F
3764,20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,78,20,58,17,0,0,0,0,0,20100912,M,US_Open,F
3782,20100912-M-US_Open-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,121,33,87,30,1,1,0,0,0,20100912,M,US_Open,F
3800,20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer,Robin Soderling,Total,18,3,15,11,0,0,0,0,0,20101010,M,Shanghai_Masters,QF
3818,20101010-M-Shanghai_Masters-QF-Robin_Soderling-Roger_Federer,Roger Federer,Total,33,7,26,19,0,0,0,0,0,20101010,M,Shanghai_Masters,QF
3836,20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer,Robin Soderling,Total,43,11,31,14,0,0,0,0,0,20110102,M,Brisbane,R16
3853,20110102-M-Brisbane-R16-Robin_Soderling-Michael_Berrer,Michael Berrer,Total,45,9,36,27,0,0,0,0,0,20110102,M,Brisbane,R16
3871,20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt,David Nalbandian,Total,135,33,96,40,6,4,0,1,1,20110118,M,Australian_Open,R128
3889,20110118-M-Australian_Open-R128-David_Nalbandian-Lleyton_Hewitt,Lleyton Hewitt,Total,173,32,135,53,6,3,0,3,0,20110118,M,Australian_Open,R128
3907,20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,78,11,66,19,1,0,1,0,0,20110130,M,Australian_Open,F
3925,20110130-M-Australian_Open-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,60,10,50,18,0,0,0,0,0,20110130,M,Australian_Open,F
3943,20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic,Roger Federer,Total,30,7,22,12,1,0,1,0,0,20110221,M,Dubai,F
3961,20110221-M-Dubai-F-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,40,9,30,13,1,0,1,0,0,20110221,M,Dubai,F
3979,20110310-M-Indian_Wells_Masters-QF-Richard_Gasquet-Novak_Djokovic,Richard Gasquet,Total,38,10,27,16,1,1,0,0,0,20110310,M,Indian_Wells_Masters,QF
3997,20110310-M-Indian_Wells_Masters-QF-Richard_Gasquet-Novak_Djokovic,Novak Djokovic,Total,63,11,52,30,0,0,0,0,0,20110310,M,Indian_Wells_Masters,QF
4015,20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka,Roger Federer,Total,39,8,30,15,1,0,1,0,0,20110316,M,Indian_Wells_Masters,QF
4033,20110316-M-Indian_Wells_Masters-QF-Roger_Federer-Stan_Wawrinka,Stan Wawrinka,Total,32,9,22,13,1,1,0,0,0,20110316,M,Indian_Wells_Masters,QF
4051,20110319-M-Indian_Wells_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,48,7,39,24,2,0,2,0,0,20110319,M,Indian_Wells_Masters,F
4069,20110319-M-Indian_Wells_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,66,22,42,18,2,1,1,0,0,20110319,M,Indian_Wells_Masters,F
4087,20110401-M-Miami_Masters-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,35,9,24,9,2,1,1,0,0,20110401,M,Miami_Masters,SF
4105,20110401-M-Miami_Masters-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,48,13,33,13,2,1,1,0,0,20110401,M,Miami_Masters,SF
4123,20110424-M-Barcelona-F-David_Ferrer-Rafael_Nadal,David Ferrer,Total,51,10,39,14,2,1,1,0,0,20110424,M,Barcelona,F
4141,20110424-M-Barcelona-F-David_Ferrer-Rafael_Nadal,Rafael Nadal,Total,62,21,40,11,1,1,0,0,0,20110424,M,Barcelona,F
4159,20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,62,14,47,19,1,0,1,0,0,20110508,M,Rome_Masters,F
4176,20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,55,19,36,17,0,0,0,0,0,20110508,M,Rome_Masters,F
4194,20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,88,21,62,27,8,1,2,3,2,20110603,M,Roland_Garros,SF
4212,20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,Roger Federer,Total,143,42,92,39,9,2,6,1,0,20110603,M,Roland_Garros,SF
4230,20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Roger Federer,Total,116,19,91,13,6,1,3,2,0,20110605,M,Roland_Garros,F
4248,20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,99,30,66,8,3,2,0,1,0,20110605,M,Roland_Garros,F
4266,20110606-M-Queens_Club-SF-Andy_Murray-Andy_Roddick,Andy Murray,Total,36,15,20,6,1,1,0,0,0,20110606,M,Queens_Club,SF
4284,20110606-M-Queens_Club-SF-Andy_Murray-Andy_Roddick,Andy Roddick,Total,27,3,23,6,1,1,0,0,0,20110606,M,Queens_Club,SF
4302,20110703-M-Wimbledon-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,54,13,40,21,1,0,1,0,0,20110703,M,Wimbledon,F
4320,20110703-M-Wimbledon-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,66,15,50,28,1,1,0,0,0,20110703,M,Wimbledon,F
4338,20110717-M-Bastad-F-David_Ferrer-Robin_Soderling,David Ferrer,Total,25,5,20,15,0,0,0,0,0,20110717,M,Bastad,F
4356,20110717-M-Bastad-F-David_Ferrer-Robin_Soderling,Robin Soderling,Total,49,5,44,33,0,0,0,0,0,20110717,M,Bastad,F
4373,20111008-M-Tokyo-SF-David_Ferrer-Andy_Murray,David Ferrer,Total,37,12,24,9,1,0,0,1,0,20111008,M,Tokyo,SF
4391,20111008-M-Tokyo-SF-David_Ferrer-Andy_Murray,Andy Murray,Total,42,6,35,15,1,0,1,0,0,20111008,M,Tokyo,SF
4409,20111009-M-Shanghai_Masters-R32-David_Ferrer-Milos_Raonic,David Ferrer,Total,46,14,32,4,0,0,0,0,0,20111009,M,Shanghai_Masters,R32
4427,20111009-M-Shanghai_Masters-R32-David_Ferrer-Milos_Raonic,Milos Raonic,Total,49,13,31,15,5,4,0,1,0,20111009,M,Shanghai_Masters,R32
4445,20111021-M-Stockholm-QF-Grigor_Dimitrov-Milos_Raonic,Grigor Dimitrov,Total,26,9,17,4,0,0,0,0,0,20111021,M,Stockholm,QF
4463,20111021-M-Stockholm-QF-Grigor_Dimitrov-Milos_Raonic,Milos Raonic,Total,47,17,30,13,0,0,0,0,0,20111021,M,Stockholm,QF
4481,20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,Roger Federer,Total,33,10,23,6,0,0,0,0,0,20111122,M,Tour_Finals,RR
4499,20111122-M-Tour_Finals-RR-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,26,6,17,8,1,0,1,0,0,20111122,M,Tour_Finals,RR
4516,20111125-M-Tour_Finals-SF-David_Ferrer-Roger_Federer,David Ferrer,Total,39,7,30,13,1,1,0,0,0,20111125,M,Tour_Finals,SF
4534,20111125-M-Tour_Finals-SF-David_Ferrer-Roger_Federer,Roger Federer,Total,52,11,39,10,2,1,1,0,0,20111125,M,Tour_Finals,SF
4552,20120108-M-Chennai-F-Milos_Raonic-Janko_Tipsarevic,Milos Raonic,Total,100,24,66,15,10,7,2,1,0,20120108,M,Chennai,F
4570,20120108-M-Chennai-F-Milos_Raonic-Janko_Tipsarevic,Janko Tipsarevic,Total,56,18,36,13,2,1,0,1,0,20120108,M,Chennai,F
4588,20120122-M-Australian_Open-R16-Novak_Djokovic-Lleyton_Hewitt,Novak Djokovic,Total,95,9,83,31,3,1,1,1,0,20120122,M,Australian_Open,R16
4606,20120122-M-Australian_Open-R16-Novak_Djokovic-Lleyton_Hewitt,Lleyton Hewitt,Total,72,15,53,17,4,3,0,1,0,20120122,M,Australian_Open,R16
4624,20120125-M-Australian_Open-QF-Andy_Murray-Kei_Nishikori,Andy Murray,Total,82,0,0,0,4,3,0,1,0,20120125,M,Australian_Open,QF
4642,20120125-M-Australian_Open-QF-Andy_Murray-Kei_Nishikori,Kei Nishikori,Total,63,0,0,0,5,2,1,2,0,20120125,M,Australian_Open,QF
4660,20120127-M-Australian_Open-SF-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,123,24,97,30,2,0,1,0,1,20120127,M,Australian_Open,SF
4678,20120127-M-Australian_Open-SF-Novak_Djokovic-Andy_Murray,Andy Murray,Total,134,26,105,49,3,2,1,0,0,20120127,M,Australian_Open,SF
4696,20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,108,24,80,39,4,1,1,2,0,20120127,M,Australian_Open,SF
4714,20120127-M-Australian_Open-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,100,43,54,16,3,1,1,0,1,20120127,M,Australian_Open,SF
4732,20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,146,37,105,33,4,1,2,0,0,20120129,M,Australian_Open,F
4750,20120129-M-Australian_Open-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,127,56,66,26,3,2,1,0,0,20120129,M,Australian_Open,F
4768,20120210-M-Davis_Cup_World_Group_R1-RR-Julien_Benneteau-Milos_Raonic,Julien Benneteau,Total,40,16,25,8,0,0,0,0,0,20120210,M,Davis_Cup_World_Group_R1,RR
4786,20120210-M-Davis_Cup_World_Group_R1-RR-Julien_Benneteau-Milos_Raonic,Milos Raonic,Total,81,28,48,15,2,2,0,0,0,20120210,M,Davis_Cup_World_Group_R1,RR
4804,20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro,Roger Federer,Total,35,11,23,11,1,0,1,0,0,20120219,M,Rotterdam,F
4822,20120219-M-Rotterdam-F-Roger_Federer-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,56,19,34,10,0,0,0,0,0,20120219,M,Rotterdam,F
4840,20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian,David Ferrer,Total,31,9,22,4,0,0,0,0,0,20120225,M,Buenos_Aires,SF
4857,20120225-M-Buenos_Aires-SF-David_Ferrer-David_Nalbandian,David Nalbandian,Total,23,4,18,3,1,0,1,0,0,20120225,M,Buenos_Aires,SF
4875,20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic,Andy Murray,Total,40,6,33,12,1,0,0,1,0,20120227,M,Dubai,SF
4893,20120227-M-Dubai-SF-Andy_Murray-Novak_Djokovic,Novak Djokovic,Total,33,6,27,14,0,0,0,0,0,20120227,M,Dubai,SF
4911,20120303-M-Dubai-F-Andy_Murray-Roger_Federer,Andy Murray,Total,54,0,0,0,4,2,1,0,1,20120303,M,Dubai,F
4928,20120303-M-Dubai-F-Andy_Murray-Roger_Federer,Roger Federer,Total,53,0,0,0,6,1,3,2,0,20120303,M,Dubai,F
4946,20120316-M-Indian_Wells_Masters-SF-Roger_Federer-Rafael_Nadal,Roger Federer,Total,45,0,0,0,0,0,0,0,0,20120316,M,Indian_Wells_Masters,SF
4963,20120316-M-Indian_Wells_Masters-SF-Roger_Federer-Rafael_Nadal,Rafael Nadal,Total,41,0,0,0,1,1,0,0,0,20120316,M,Indian_Wells_Masters,SF
4981,20120327-M-Miami_Masters-QF-David_Ferrer-Novak_Djokovic,David Ferrer,Total,51,8,40,13,3,0,2,1,0,20120327,M,Miami_Masters,QF
4999,20120327-M-Miami_Masters-QF-David_Ferrer-Novak_Djokovic,Novak Djokovic,Total,39,5,34,17,0,0,0,0,0,20120327,M,Miami_Masters,QF
5017,20120406-M-Davis_Cup_World_Group_QF-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,Ivo Karlovic,Total,47,8,35,17,4,1,1,2,0,20120406,M,Davis_Cup_World_Group_QF,RR
5035,20120406-M-Davis_Cup_World_Group_QF-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,64,14,49,15,0,0,0,0,0,20120406,M,Davis_Cup_World_Group_QF,RR
5053,20120422-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,26,6,19,7,1,0,1,0,0,20120422,M,Monte_Carlo_Masters,F
5071,20120422-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,48,13,33,12,2,1,1,0,0,20120422,M,Monte_Carlo_Masters,F
5089,20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq,Roger Federer,Total,36,8,22,12,6,3,3,0,0,20120516,M,Rome_Masters,R32
5107,20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq,Carlos Berlocq,Total,47,16,24,8,5,1,3,1,0,20120516,M,Rome_Masters,R32
5125,20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,59,10,48,19,1,1,0,0,0,20120519,M,Rome_Masters,F
5143,20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,57,21,36,15,0,0,0,0,0,20120519,M,Rome_Masters,F
5161,20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,55,10,40,14,5,2,2,0,0,20120519,M,Rome_Masters,SF
5178,20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,51,6,42,11,3,1,2,0,0,20120519,M,Rome_Masters,SF
5196,20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Novak Djokovic,Total,94,12,82,54,0,0,0,0,0,20120608,M,Roland_Garros,F
5214,20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,Rafael Nadal,Total,99,35,63,31,0,0,0,0,0,20120608,M,Roland_Garros,F
5232,20120706-M-Wimbledon-SF-Roger_Federer-Novak_Djokovic,Roger Federer,Total,83,0,0,0,6,4,1,1,0,20120706,M,Wimbledon,SF
5250,20120706-M-Wimbledon-SF-Roger_Federer-Novak_Djokovic,Novak Djokovic,Total,61,0,0,0,4,0,1,3,0,20120706,M,Wimbledon,SF
5268,20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray,Roger Federer,Total,112,0,0,0,5,2,2,1,0,20120708,M,Wimbledon,F
5286,20120708-M-Wimbledon-F-Roger_Federer-Andy_Murray,Andy Murray,Total,101,0,0,0,2,1,0,1,0,20120708,M,Wimbledon,F
5304,20120725-M-Olympics-R32-Roger_Federer-Julien_Benneteau,Roger Federer,Total,36,14,22,5,0,0,0,0,0,20120725,M,Olympics,R32
5322,20120725-M-Olympics-R32-Roger_Federer-Julien_Benneteau,Julien Benneteau,Total,28,12,16,3,0,0,0,0,0,20120725,M,Olympics,R32
5340,20120731-M-Olympics-R32-Jarkko_Nieminen-Andy_Murray,Jarkko Nieminen,Total,34,6,21,6,6,1,5,0,0,20120731,M,Olympics,R32
5358,20120731-M-Olympics-R32-Jarkko_Nieminen-Andy_Murray,Andy Murray,Total,45,9,28,10,5,3,2,0,0,20120731,M,Olympics,R32
5376,20120731-M-Olympics-R32-Novak_Djokovic-Andy_Roddick,Novak Djokovic,Total,30,4,21,10,1,1,0,0,0,20120731,M,Olympics,R32
5394,20120731-M-Olympics-R32-Novak_Djokovic-Andy_Roddick,Andy Roddick,Total,25,6,14,5,2,0,1,1,0,20120731,M,Olympics,R32
5411,20120802-M-Olympics-QF-Novak_Djokovic-Jo_Wilfried_Tsonga,Novak Djokovic,Total,52,8,35,11,2,0,2,0,0,20120802,M,Olympics,QF
5429,20120802-M-Olympics-QF-Novak_Djokovic-Jo_Wilfried_Tsonga,Jo Wilfried Tsonga,Total,39,5,26,12,4,1,0,2,0,20120802,M,Olympics,QF
5447,20120803-M-Olympics-SF-Andy_Murray-Novak_Djokovic,Andy Murray,Total,49,17,35,11,0,0,0,0,0,20120803,M,Olympics,SF
5465,20120803-M-Olympics-SF-Andy_Murray-Novak_Djokovic,Novak Djokovic,Total,58,11,50,20,1,0,1,0,0,20120803,M,Olympics,SF
5483,20120804-M-Olympics-F-Andy_Murray-Roger_Federer,Andy Murray,Total,58,14,44,20,0,0,0,0,0,20120804,M,Olympics,F
5501,20120804-M-Olympics-F-Andy_Murray-Roger_Federer,Roger Federer,Total,63,12,47,17,4,1,2,0,1,20120804,M,Olympics,F
5519,20120806-M-Finland_F1-SF-Andres_Artunedo-Vladimir_Ivanov,Andres Artunedo,Total,16,2,12,5,2,2,0,0,0,20120806,M,Finland_F1,SF
5537,20120806-M-Finland_F1-SF-Andres_Artunedo-Vladimir_Ivanov,Vladimir Ivanov,Total,33,12,21,9,0,0,0,0,0,20120806,M,Finland_F1,SF
5555,20120818-M-Cincinnati_Masters-F-Novak_Djokovic-Roger_Federer,Novak Djokovic,Total,36,7,29,15,0,0,0,0,0,20120818,M,Cincinnati_Masters,F
5573,20120818-M-Cincinnati_Masters-F-Novak_Djokovic-Roger_Federer,Roger Federer,Total,40,5,36,24,0,0,0,0,0,20120818,M,Cincinnati_Masters,F
5591,20120820-M-Finland_F3-SF-Markus_Eriksson-Alexandre_Penaud,Markus Eriksson,Total,50,14,31,9,5,2,0,3,0,20120820,M,Finland_F3,SF
5609,20120820-M-Finland_F3-SF-Markus_Eriksson-Alexandre_Penaud,Alexandre Penaud,Total,53,7,44,16,2,2,0,0,0,20120820,M,Finland_F3,SF
5627,20120820-M-Finland_F3-SF-Vladimir_Ivanov-Alexander_Vasilenko,Vladimir Ivanov,Total,39,7,28,12,3,2,1,0,0,20120820,M,Finland_F3,SF
5645,20120820-M-Finland_F3-SF-Vladimir_Ivanov-Alexander_Vasilenko,Alexander Vasilenko,Total,34,14,18,7,2,0,1,1,0,20120820,M,Finland_F3,SF
5663,20120829-M-US_Open-R64-Ivan_Dodig-Andy_Murray,Ivan Dodig,Total,48,5,43,28,0,0,0,0,0,20120829,M,US_Open,R64
5681,20120829-M-US_Open-R64-Ivan_Dodig-Andy_Murray,Andy Murray,Total,58,4,48,36,0,0,0,0,0,20120829,M,US_Open,R64
5699,20120904-M-US_Open-QF-Novak_Djokovic-Juan_Martin_Del_Potro,Novak Djokovic,Total,84,17,65,28,2,2,0,0,0,20120904,M,US_Open,QF
5717,20120904-M-US_Open-QF-Novak_Djokovic-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,64,14,49,17,1,1,0,0,0,20120904,M,US_Open,QF
5735,20120909-M-US_Open-F-Novak_Djokovic-Andy_Murray,Novak Djokovic,Total,102,14,88,56,0,0,0,0,0,20120909,M,US_Open,F
5753,20120909-M-US_Open-F-Novak_Djokovic-Andy_Murray,Andy Murray,Total,129,25,103,66,0,0,0,0,0,20120909,M,US_Open,F
5771,20121008-M-Shanghai_Masters-R32-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,Total,35,7,28,9,0,0,0,0,0,20121008,M,Shanghai_Masters,R32
5789,20121008-M-Shanghai_Masters-R32-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,Total,21,6,14,7,1,1,0,0,0,20121008,M,Shanghai_Masters,R32
5807,20121011-M-Shanghai_Masters-R16-Alexandr_Dolgopolov-Andy_Murray,Alexandr Dolgopolov,Total,30,4,20,10,6,3,3,0,0,20121011,M,Shanghai_Masters,R16
5825,20121011-M-Shanghai_Masters-R16-Alexandr_Dolgopolov-Andy_Murray,Andy Murray,Total,35,6,25,10,3,2,0,1,0,20121011,M,Shanghai_Masters,R16
5843,20121029-M-Paris_Masters-F-David_Ferrer-Jerzy_Janowicz,David Ferrer,Total,32,8,23,11,1,0,1,0,0,20121029,M,Paris_Masters,F
5861,20121029-M-Paris_Masters-F-David_Ferrer-Jerzy_Janowicz,Jerzy Janowicz,Total,51,12,32,10,7,0,5,1,1,20121029,M,Paris_Masters,F
5879,20121029-M-Paris_Masters-R16-Michael_Llodra-Juan_Martin_Del_Potro,Michael Llodra,Total,33,13,19,13,0,0,0,0,0,20121029,M,Paris_Masters,R16
5897,20121029-M-Paris_Masters-R16-Michael_Llodra-Juan_Martin_Del_Potro,Juan Martin Del Potro,Total,27,8,18,2,1,1,0,0,0,20121029,M,Paris_Masters,R16
